X,Y
667.0258620689656,1.357883817427386
667.0258620689656,1.3687759336099585
673.4913793103449,1.3687759336099585
673.4913793103449,1.357883817427386
605.6034482758621,1.33246887966805
605.6034482758621,1.4486514522821576
602.3706896551724,1.4522821576763485
599.1379310344828,1.4522821576763485
599.1379310344828,1.4994813278008299
595.9051724137931,1.5031120331950207
595.9051724137931,1.5357883817427387
592.6724137931035,1.5394190871369295
589.4396551724137,1.5357883817427387
589.4396551724137,1.5212655601659753
586.2068965517242,1.5176348547717842
586.2068965517242,1.495850622406639
582.9741379310344,1.4922199170124482
582.9741379310344,1.4668049792531122
576.5086206896551,1.4668049792531122
576.5086206896551,1.5031120331950207
573.2758620689656,1.5067427385892116
573.2758620689656,1.5140041493775933
570.0431034482758,1.5176348547717842
566.8103448275863,1.5176348547717842
560.344827586207,1.524896265560166
560.344827586207,1.5720954356846473
557.1120689655172,1.5757261410788381
553.8793103448277,1.5720954356846473
553.8793103448277,1.5466804979253113
550.6465517241379,1.5430497925311204
547.4137931034483,1.5430497925311204
544.1810344827586,1.5394190871369295
544.1810344827586,1.5357883817427387
540.948275862069,1.5321576763485478
540.948275862069,1.4486514522821576
534.4827586206897,1.4486514522821576
534.4827586206897,1.586618257261411
540.948275862069,1.586618257261411
544.1810344827586,1.5902489626556018
544.1810344827586,1.5938796680497926
547.4137931034483,1.5938796680497926
550.6465517241379,1.5975103734439835
550.6465517241379,1.6047717842323652
557.1120689655172,1.6047717842323652
557.1120689655172,1.6011410788381744
560.344827586207,1.5975103734439835
563.5775862068965,1.5975103734439835
563.5775862068965,1.5902489626556018
566.8103448275863,1.586618257261411
573.2758620689656,1.586618257261411
573.2758620689656,1.5575726141078838
576.5086206896551,1.553941908713693
579.7413793103449,1.553941908713693
582.9741379310344,1.5575726141078838
582.9741379310344,1.5612033195020747
586.2068965517242,1.5648340248962656
586.2068965517242,1.5757261410788381
592.6724137931035,1.5757261410788381
592.6724137931035,1.5720954356846473
599.1379310344828,1.5648340248962656
599.1379310344828,1.5575726141078838
605.6034482758621,1.5503112033195021
605.6034482758621,1.528526970954357
608.8362068965517,1.524896265560166
608.8362068965517,1.5103734439834025
612.0689655172414,1.5067427385892116
615.301724137931,1.5103734439834025
615.301724137931,1.5321576763485478
618.5344827586207,1.5357883817427387
618.5344827586207,1.5466804979253113
625.0,1.5466804979253113
625.0,1.524896265560166
631.4655172413793,1.5176348547717842
631.4655172413793,1.5140041493775933
634.698275862069,1.5103734439834025
634.698275862069,1.5067427385892116
637.9310344827586,1.5031120331950207
637.9310344827586,1.495850622406639
631.4655172413793,1.495850622406639
625.0,1.5031120331950207
621.7672413793103,1.5031120331950207
618.5344827586207,1.4994813278008299
618.5344827586207,1.4922199170124482
